! ! Instead	1812	1	1	1
! ! Instead	1823	2	2	2
! ! Instead	1830	1	1	1
! ! Instead	1835	4	4	4
! ! Instead	1838	1	1	1
! ! Instead	1839	2	2	2
! ! Instead	1843	1	1	1
! ! Instead	1852	1	1	1
! ! Instead	1854	2	2	2
! ! Instead	1855	2	2	2
! ! Instead	1859	2	2	2
! ! Instead	1860	2	2	2
! ! Instead	1868	2	2	2
! ! Instead	1910	1	1	1
! ! Instead	1929	2	2	2
! ! Instead	1931	1	1	1
! ! Instead	1939	1	1	1
! ! Instead	1950	1	1	1
! ! Instead	1972	1	1	1
! ! Instead	1974	1	1	1
! ! Instead	1982	1	1	1
! ! Instead	1983	1	1	1
! ! Instead	1993	1	1	1
! ! Instead	1994	1	1	1
! ! Instead	1995	2	2	2
! ! Instead	1998	1	1	1
! ! Instead	1999	1	1	1
! ! Instead	2001	2	2	2
! ! Instead	2002	1	1	1
! ! Instead	2004	1	1	1
"! "" Aye"	1822	2	2	2
"! "" Aye"	1823	2	2	2
"! "" Aye"	1824	2	2	2
"! "" Aye"	1825	1	1	1
"! "" Aye"	1826	3	3	3
"! "" Aye"	1827	4	4	4
"! "" Aye"	1829	3	3	2
"! "" Aye"	1830	4	4	4
"! "" Aye"	1831	6	6	5
"! "" Aye"	1832	2	2	2
"! "" Aye"	1834	3	3	3
"! "" Aye"	1835	8	8	6
"! "" Aye"	1839	1	1	1
"! "" Aye"	1840	1	1	1
"! "" Aye"	1841	5	5	5
"! "" Aye"	1842	2	2	2
"! "" Aye"	1844	2	2	2
"! "" Aye"	1846	2	2	2
"! "" Aye"	1848	4	4	4
"! "" Aye"	1850	4	4	4
"! "" Aye"	1851	5	5	5
"! "" Aye"	1853	2	2	2
"! "" Aye"	1854	4	4	4
"! "" Aye"	1857	1	1	1
"! "" Aye"	1858	2	2	2
"! "" Aye"	1859	2	2	2
"! "" Aye"	1860	3	3	3
"! "" Aye"	1861	1	1	1
"! "" Aye"	1862	2	2	2
"! "" Aye"	1863	5	5	5
"! "" Aye"	1865	1	1	1
"! "" Aye"	1866	5	5	5
"! "" Aye"	1868	1	1	1
"! "" Aye"	1869	1	1	1
"! "" Aye"	1870	6	6	6
"! "" Aye"	1871	4	4	4
"! "" Aye"	1873	3	3	3
"! "" Aye"	1874	1	1	1
"! "" Aye"	1875	4	4	3
"! "" Aye"	1876	5	5	5
"! "" Aye"	1877	1	1	1
"! "" Aye"	1881	1	1	1
"! "" Aye"	1884	1	1	1
"! "" Aye"	1885	4	4	4
"! "" Aye"	1886	4	4	4
"! "" Aye"	1887	2	2	2
"! "" Aye"	1888	3	3	3
"! "" Aye"	1890	2	2	2
"! "" Aye"	1891	2	2	2
"! "" Aye"	1892	2	2	2
"! "" Aye"	1893	1	1	1
"! "" Aye"	1894	2	2	2
"! "" Aye"	1895	1	1	1
"! "" Aye"	1896	3	3	3
"! "" Aye"	1898	3	3	3
"! "" Aye"	1899	3	3	3
"! "" Aye"	1900	5	5	5
"! "" Aye"	1901	1	1	1
"! "" Aye"	1902	2	2	2
"! "" Aye"	1903	3	3	3
"! "" Aye"	1904	1	1	1
"! "" Aye"	1905	4	4	4
"! "" Aye"	1906	1	1	1
"! "" Aye"	1908	4	4	4
"! "" Aye"	1909	6	6	6
"! "" Aye"	1910	7	7	7
"! "" Aye"	1911	3	3	3
"! "" Aye"	1912	3	3	3
"! "" Aye"	1913	4	4	4
"! "" Aye"	1914	3	3	3
"! "" Aye"	1915	3	3	3
"! "" Aye"	1916	2	2	2
"! "" Aye"	1917	3	3	3
"! "" Aye"	1918	2	2	2
"! "" Aye"	1919	4	4	4
"! "" Aye"	1920	2	2	2
"! "" Aye"	1921	1	1	1
"! "" Aye"	1922	9	9	9
"! "" Aye"	1923	6	6	5
"! "" Aye"	1924	1	1	1
"! "" Aye"	1925	5	5	5
"! "" Aye"	1926	3	3	3
"! "" Aye"	1927	5	5	5
"! "" Aye"	1928	3	3	2
"! "" Aye"	1929	6	6	5
"! "" Aye"	1930	5	5	4
"! "" Aye"	1931	5	5	5
"! "" Aye"	1932	2	2	2
"! "" Aye"	1933	4	4	4
"! "" Aye"	1934	3	3	3
"! "" Aye"	1935	3	3	3
"! "" Aye"	1936	1	1	1
"! "" Aye"	1937	3	3	3
"! "" Aye"	1938	3	3	3
"! "" Aye"	1940	4	4	4
"! "" Aye"	1941	8	8	8
"! "" Aye"	1942	4	4	4
"! "" Aye"	1943	2	2	2
"! "" Aye"	1944	1	1	1
"! "" Aye"	1945	2	2	2
"! "" Aye"	1946	4	4	3
"! "" Aye"	1947	9	9	5
"! "" Aye"	1948	6	6	6
"! "" Aye"	1949	3	3	3
"! "" Aye"	1951	4	4	1
"! "" Aye"	1952	22	17	3
"! "" Aye"	1953	2	2	2
"! "" Aye"	1954	2	2	2
"! "" Aye"	1955	3	3	3
"! "" Aye"	1956	3	3	3
"! "" Aye"	1958	4	4	4
"! "" Aye"	1960	2	2	2
"! "" Aye"	1961	3	3	3
"! "" Aye"	1963	1	1	1
"! "" Aye"	1966	1	1	1
"! "" Aye"	1969	2	2	2
"! "" Aye"	1970	1	1	1
"! "" Aye"	1974	1	1	1
"! "" Aye"	1975	2	2	2
"! "" Aye"	1977	1	1	1
"! "" Aye"	1978	1	1	1
"! "" Aye"	1980	1	1	1
"! "" Aye"	1983	2	2	2
"! "" Aye"	1984	1	1	1
"! "" Aye"	1986	2	2	2
"! "" Aye"	1988	1	1	1
"! "" Aye"	1992	1	1	1
"! "" Aye"	1995	1	1	1
"! "" Aye"	1998	2	2	2
"! "" Aye"	1999	2	2	2
"! "" Aye"	2000	2	2	2
"! "" Aye"	2001	2	2	2
"! "" Aye"	2002	3	3	3
"! "" Aye"	2003	3	3	3
"! "" Aye"	2004	7	7	6
"! "" Aye"	2005	3	3	3
"! "" Aye"	2006	1	1	1
"! "" Aye"	2007	4	4	3
"! "" Aye"	2008	3	3	3
"! "" Carrying"	1853	1	1	1
"! "" Carrying"	1871	1	1	1
"! "" Carrying"	1875	1	1	1
"! "" Carrying"	1888	1	1	1
"! "" Carrying"	1890	1	1	1
"! "" Carrying"	1896	1	1	1
"! "" Carrying"	1897	2	2	2
"! "" Carrying"	1899	1	1	1
"! "" Carrying"	1904	3	3	3
"! "" Carrying"	1907	1	1	1
"! "" Carrying"	1916	1	1	1
"! "" Carrying"	1919	2	2	2
"! "" Carrying"	1924	1	1	1
"! "" Carrying"	1930	2	2	2
"! "" Carrying"	1932	2	2	2
"! "" Carrying"	1933	1	1	1
"! "" Carrying"	1935	1	1	1
"! "" Carrying"	1937	2	2	2
"! "" Carrying"	1940	1	1	1
"! "" Carrying"	1942	2	2	2
"! "" Carrying"	1943	2	2	2
"! "" Carrying"	1944	4	4	4
"! "" Carrying"	1945	2	2	2
"! "" Carrying"	1946	3	3	3
"! "" Carrying"	1947	2	2	2
"! "" Carrying"	1948	1	1	1
"! "" Carrying"	1951	4	4	4
"! "" Carrying"	1952	1	1	1
"! "" Carrying"	1954	1	1	1
"! "" Carrying"	1955	1	1	1
"! "" Carrying"	1956	1	1	1
"! "" Carrying"	1957	1	1	1
"! "" Carrying"	1959	1	1	1
"! "" Carrying"	1961	2	2	2
"! "" Carrying"	1963	1	1	1
"! "" Carrying"	1965	1	1	1
"! "" Carrying"	1966	1	1	1
"! "" Carrying"	1968	2	2	2
"! "" Carrying"	1969	2	2	2
"! "" Carrying"	1970	1	1	1
"! "" Carrying"	1975	1	1	1
"! "" Carrying"	1976	3	3	3
"! "" Carrying"	1977	1	1	1
"! "" Carrying"	1979	2	2	2
"! "" Carrying"	1980	1	1	1
"! "" Carrying"	1981	1	1	1
"! "" Carrying"	1983	1	1	1
"! "" Carrying"	1984	1	1	1
"! "" Carrying"	1988	1	1	1
"! "" Carrying"	1990	1	1	1
"! "" Carrying"	1992	1	1	1
"! "" Carrying"	1993	2	2	2
"! "" Carrying"	1994	1	1	1
"! "" Carrying"	1996	1	1	1
"! "" Carrying"	1998	2	2	2
"! "" Carrying"	2001	1	1	1
"! "" Carrying"	2003	1	1	1
"! "" Carrying"	2006	1	1	1
"! "" Carrying"	2008	1	1	1
"! "" Chamberlain"	1879	3	3	3
"! "" Chamberlain"	1908	2	2	2
"! "" Chamberlain"	1911	2	2	1
"! "" Chamberlain"	1916	3	3	1
"! "" Chamberlain"	1931	2	2	2
"! "" Chamberlain"	1932	4	4	4
"! "" Chamberlain"	1933	2	2	2
"! "" Chamberlain"	1934	1	1	1
"! "" Chamberlain"	1935	2	2	2
"! "" Chamberlain"	1936	4	4	4
"! "" Chamberlain"	1938	2	2	2
"! "" Chamberlain"	1939	1	1	1
"! "" Chamberlain"	1940	4	4	4
"! "" Chamberlain"	1950	1	1	1
"! "" Chamberlain"	1952	1	1	1
"! "" Chamberlain"	1953	3	3	3
"! "" Chamberlain"	1954	1	1	1
"! "" Chamberlain"	1956	1	1	1
"! "" Chamberlain"	1960	1	1	1
"! "" Chamberlain"	1966	2	2	2
"! "" Chamberlain"	1967	1	1	1
"! "" Chamberlain"	1969	5	5	3
"! "" Chamberlain"	1972	4	4	4
"! "" Chamberlain"	1973	1	1	1
"! "" Chamberlain"	1974	2	2	2
"! "" Chamberlain"	1975	2	2	2
"! "" Chamberlain"	1976	2	2	2
"! "" Chamberlain"	1983	1	1	1
"! "" Chamberlain"	1989	2	2	1
"! "" Chamberlain"	1990	2	2	2
"! "" Chamberlain"	1992	4	3	2
"! "" Chamberlain"	1995	2	2	1
"! "" Chamberlain"	1996	1	1	1
"! "" Chamberlain"	1997	4	4	2
"! "" Chamberlain"	1999	1	1	1
"! "" Chamberlain"	2000	4	4	1
"! "" Chamberlain"	2003	1	1	1
"! "" Chamberlain"	2007	1	1	1
"! "" Clutching"	1856	1	1	1
"! "" Clutching"	1875	1	1	1
"! "" Clutching"	1877	1	1	1
"! "" Clutching"	1897	4	4	4
"! "" Clutching"	1904	2	2	2
"! "" Clutching"	1906	2	2	2
"! "" Clutching"	1909	2	2	2
"! "" Clutching"	1927	1	1	1
"! "" Clutching"	1929	1	1	1
"! "" Clutching"	1930	2	2	2
"! "" Clutching"	1932	3	3	3
"! "" Clutching"	1933	4	4	4
"! "" Clutching"	1935	2	2	2
"! "" Clutching"	1938	1	1	1
"! "" Clutching"	1939	5	5	4
"! "" Clutching"	1940	1	1	1
"! "" Clutching"	1943	3	3	3
"! "" Clutching"	1944	2	2	2
"! "" Clutching"	1946	2	2	2
"! "" Clutching"	1947	3	3	3
"! "" Clutching"	1949	1	1	1
"! "" Clutching"	1950	3	3	3
"! "" Clutching"	1951	5	5	5
"! "" Clutching"	1953	1	1	1
"! "" Clutching"	1954	2	2	1
"! "" Clutching"	1955	4	4	4
"! "" Clutching"	1957	1	1	1
"! "" Clutching"	1958	1	1	1
"! "" Clutching"	1959	2	2	2
"! "" Clutching"	1960	2	2	2
"! "" Clutching"	1961	1	1	1
"! "" Clutching"	1962	1	1	1
"! "" Clutching"	1963	2	2	2
"! "" Clutching"	1967	1	1	1
"! "" Clutching"	1969	1	1	1
"! "" Clutching"	1970	1	1	1
"! "" Clutching"	1973	2	2	2
"! "" Clutching"	1979	1	1	1
"! "" Clutching"	1980	1	1	1
"! "" Clutching"	1982	2	2	2
"! "" Clutching"	1983	1	1	1
"! "" Clutching"	1984	3	3	3
"! "" Clutching"	1985	1	1	1
"! "" Clutching"	1986	3	3	3
"! "" Clutching"	1988	3	3	3
"! "" Clutching"	1989	1	1	1
"! "" Clutching"	1990	3	3	3
"! "" Clutching"	1991	1	1	1
"! "" Clutching"	1992	2	2	2
"! "" Clutching"	1993	1	1	1
"! "" Clutching"	1994	1	1	1
"! "" Clutching"	1995	2	2	2
"! "" Clutching"	1996	1	1	1
"! "" Clutching"	1997	1	1	1
"! "" Clutching"	1999	1	1	1
"! "" Clutching"	2000	2	2	2
"! "" Clutching"	2001	3	3	3
"! "" Clutching"	2002	5	5	5
"! "" Clutching"	2003	3	3	3
"! "" Clutching"	2004	1	1	1
"! "" Clutching"	2005	4	4	4
"! "" Clutching"	2006	1	1	1
"! "" Clutching"	2007	3	3	3
"! "" Clutching"	2008	3	3	2
"! "" Descending"	1822	1	1	1
"! "" Descending"	1825	1	1	1
"! "" Descending"	1833	3	3	3
"! "" Descending"	1836	2	2	2
"! "" Descending"	1840	6	6	6
"! "" Descending"	1841	2	2	2
"! "" Descending"	1842	2	2	2
"! "" Descending"	1843	1	1	1
"! "" Descending"	1844	3	3	3
"! "" Descending"	1850	1	1	1
"! "" Descending"	1853	2	2	2
"! "" Descending"	1854	1	1	1
"! "" Descending"	1855	4	4	4
"! "" Descending"	1859	1	1	1
"! "" Descending"	1860	3	3	3
"! "" Descending"	1861	2	2	2
"! "" Descending"	1863	1	1	1
"! "" Descending"	1864	3	3	3
"! "" Descending"	1866	1	1	1
"! "" Descending"	1867	1	1	1
"! "" Descending"	1869	3	3	3
"! "" Descending"	1873	3	3	3
"! "" Descending"	1874	1	1	1
"! "" Descending"	1876	2	2	2
"! "" Descending"	1877	2	2	2
"! "" Descending"	1878	1	1	1
"! "" Descending"	1880	1	1	1
"! "" Descending"	1881	1	1	1
"! "" Descending"	1883	11	11	11
"! "" Descending"	1884	1	1	1
"! "" Descending"	1887	4	4	4
"! "" Descending"	1888	2	2	2
"! "" Descending"	1893	2	2	2
"! "" Descending"	1894	3	3	3
"! "" Descending"	1897	3	3	3
"! "" Descending"	1898	2	2	2
"! "" Descending"	1899	1	1	1
"! "" Descending"	1900	5	5	5
"! "" Descending"	1901	1	1	1
"! "" Descending"	1902	1	1	1
"! "" Descending"	1904	3	3	3
"! "" Descending"	1905	1	1	1
"! "" Descending"	1908	2	2	2
"! "" Descending"	1909	3	3	3
"! "" Descending"	1911	1	1	1
"! "" Descending"	1913	2	2	2
"! "" Descending"	1916	3	3	3
"! "" Descending"	1918	2	2	2
"! "" Descending"	1921	3	3	3
"! "" Descending"	1922	1	1	1
"! "" Descending"	1923	1	1	1
"! "" Descending"	1925	1	1	1
"! "" Descending"	1926	1	1	1
"! "" Descending"	1930	1	1	1
"! "" Descending"	1932	3	3	3
"! "" Descending"	1935	2	2	2
"! "" Descending"	1938	1	1	1
"! "" Descending"	1939	1	1	1
"! "" Descending"	1940	1	1	1
"! "" Descending"	1942	1	1	1
"! "" Descending"	1943	1	1	1
"! "" Descending"	1945	1	1	1
"! "" Descending"	1948	2	2	2
"! "" Descending"	1950	2	2	2
"! "" Descending"	1952	1	1	1
"! "" Descending"	1954	1	1	1
"! "" Descending"	1955	2	2	2
"! "" Descending"	1956	2	2	2
"! "" Descending"	1963	3	3	3
"! "" Descending"	1971	1	1	1
"! "" Descending"	1974	4	4	1
"! "" Descending"	1979	1	1	1
"! "" Descending"	1987	2	2	2
"! "" Descending"	1991	1	1	1
"! "" Descending"	1995	1	1	1
"! "" Descending"	2005	2	2	2
"! "" Dimly"	1890	1	1	1
"! "" Dimly"	1896	4	4	4
"! "" Dimly"	1899	1	1	1
"! "" Dimly"	1903	1	1	1
"! "" Dimly"	1906	2	2	2
"! "" Dimly"	1908	1	1	1
"! "" Dimly"	1914	1	1	1
"! "" Dimly"	1915	2	2	2
"! "" Dimly"	1917	3	3	3
"! "" Dimly"	1919	1	1	1
"! "" Dimly"	1921	2	2	2
"! "" Dimly"	1928	2	2	2
"! "" Dimly"	1929	1	1	1
"! "" Dimly"	1930	4	4	4
"! "" Dimly"	1931	1	1	1
"! "" Dimly"	1932	3	3	3
"! "" Dimly"	1933	3	3	3
"! "" Dimly"	1934	1	1	1
"! "" Dimly"	1936	1	1	1
"! "" Dimly"	1937	1	1	1
"! "" Dimly"	1938	1	1	1
"! "" Dimly"	1939	1	1	1
"! "" Dimly"	1941	3	3	3
"! "" Dimly"	1943	1	1	1
"! "" Dimly"	1944	1	1	1
"! "" Dimly"	1945	3	3	3
"! "" Dimly"	1946	2	2	2
"! "" Dimly"	1947	1	1	1
"! "" Dimly"	1948	1	1	1
"! "" Dimly"	1949	1	1	1
"! "" Dimly"	1950	1	1	1
"! "" Dimly"	1951	3	3	3
"! "" Dimly"	1952	1	1	1
"! "" Dimly"	1953	2	2	2
"! "" Dimly"	1955	1	1	1
"! "" Dimly"	1956	3	3	3
"! "" Dimly"	1958	1	1	1
"! "" Dimly"	1959	1	1	1
"! "" Dimly"	1968	1	1	1
"! "" Dimly"	1969	2	2	2
"! "" Dimly"	1970	1	1	1
"! "" Dimly"	1971	1	1	1
"! "" Dimly"	1975	1	1	1
"! "" Dimly"	1978	1	1	1
"! "" Dimly"	1981	1	1	1
"! "" Dimly"	1992	1	1	1
"! "" Dimly"	1994	1	1	1
"! "" Dimly"	1995	1	1	1
"! "" Dimly"	2001	2	2	1
"! "" Dimly"	2003	1	1	1
"! "" Dimly"	2004	1	1	1
"! "" Dimly"	2006	1	1	1
"! "" Dimly"	2007	1	1	1
"! "" Dimly"	2008	1	1	1
"! "" Eph"	1822	1	1	1
"! "" Eph"	1835	1	1	1
"! "" Eph"	1836	3	3	3
"! "" Eph"	1838	1	1	1
"! "" Eph"	1841	1	1	1
"! "" Eph"	1847	1	1	1
"! "" Eph"	1848	1	1	1
"! "" Eph"	1850	4	4	4
"! "" Eph"	1853	2	2	2
"! "" Eph"	1854	1	1	1
"! "" Eph"	1888	1	1	1
"! "" Eph"	1902	2	2	2
"! "" Eph"	1903	1	1	1
"! "" Eph"	1906	1	1	1
"! "" Eph"	1910	6	3	3
"! "" Eph"	1916	2	2	1
"! "" Eph"	1918	1	1	1
"! "" Eph"	1929	1	1	1
"! "" Eph"	1931	1	1	1
"! "" Eph"	1935	1	1	1
"! "" Eph"	1936	1	1	1
"! "" Eph"	1937	1	1	1
"! "" Eph"	1943	6	6	4
"! "" Eph"	1944	3	3	3
"! "" Eph"	1948	4	4	2
"! "" Eph"	1951	1	1	1
"! "" Eph"	1967	1	1	1
"! "" Eph"	1971	2	2	1
"! "" Eph"	1978	10	6	2
"! "" Eph"	1982	2	2	1
"! "" Eph"	2006	2	2	1
"! "" Hadn"	1890	1	1	1
"! "" Hadn"	1902	1	1	1
"! "" Hadn"	1904	1	1	1
"! "" Hadn"	1911	2	2	2
"! "" Hadn"	1914	1	1	1
"! "" Hadn"	1915	1	1	1
"! "" Hadn"	1917	2	2	2
